"id" "zspec" "flag" "zphot_best" "ra" "dec" "g_AB" "g_AB_lim" "mask_design_flag" "flag_gzk_ir" "flag_gzk_opt" "flag_BM" "flag_BX" "flag_LBG" "flag_BZ36" "flag_photz" "flag_xray" "flag_radio" "flag_bright_guide_star" "pointing" "mask" "quad" "slit" "obj" "year_reduction" "source_zphot_best" "flag_ilbert_photz1.7"
413754 0.2493 3.1 2.0935 149.916870 2.476827 24.62 25.25 1 1 0 0 0 0 -1 1 0 0 0 48 1 4 4 3 83 2 0
413765 2.4462 1.5 2.2850 150.026276 2.477395 25.20 25.25 1 1 1 0 0 0 -1 1 0 0 0 47 1 2 22 1 79 1 0
413766 1.6702 1.1 0.4094 149.868134 2.477337 24.24 24.50 1 1 0 1 0 0 -1 1 0 0 0 48 1 4 3 1 83 1 -99
413767 1.8995 3.5 2.0240 150.387634 2.477082 24.51 25.25 1 1 1 1 0 0 -1 1 0 0 0 68 1 1 4 2 83 1 0
413769 1.9001 1.5 1.6410 150.403290 2.477873 24.14 25.25 1 1 1 1 0 0 -1 1 0 0 0 88 1 4 4 1 81 1 0
413771 2.5500 1.1 1.5918 150.063553 2.478105 24.42 24.50 1 1 1 0 0 0 -1 1 0 0 0 57 1 3 20 3 83 1 0
413775 0.1090 3.5 0.2170 149.984070 2.478877 23.02 25.25 1 1 1 0 1 0 -1 1 0 0 0 58 1 4 3 1 81 1 0
413776 1.5824 3.5 1.4740 149.809067 2.480283 23.96 24.50 1 1 1 0 0 0 -1 1 0 0 0 37 1 3 22 1 83 1 0
413777 9.9999 0.0 1.4321 149.823441 2.478023 24.47 24.50 1 1 1 1 0 0 -1 1 0 0 0 38 1 4 5 1 79 1 0
413778 0.7572 2.1 1.4021 150.298920 2.478257 24.34 24.50 1 1 0 0 0 0 -1 1 0 0 0 78 1 4 2 1 81 1 0
413786 2.9636 3.5 3.0970 150.474075 2.478609 24.74 25.25 1 1 1 0 0 0 -1 1 0 0 0 87 1 3 29 1 79 1 0
413790 1.9712 3.5 2.1480 150.037964 2.478580 24.80 25.25 1 1 1 0 1 0 -1 1 0 0 0 58 1 4 4 1 81 1 0
413791 0.2585 4.5 0.2900 150.212112 2.478969 24.35 25.25 1 1 0 0 0 0 -1 1 0 0 0 57 1 2 19 1 83 1 0
413795 2.8784 3.5 2.9940 150.389297 2.479210 25.14 25.25 1 1 1 0 1 0 -1 1 0 0 0 78 1 1 2 3 81 1 0
413797 2.5899 4.5 2.4480 150.580124 2.479809 24.42 25.25 2 1 1 0 0 0 -1 1 2 0 0 87 1 2 21 1 79 4 2
413800 0.1100 1.1 1.4899 149.997894 2.480873 24.02 24.50 1 1 1 0 0 0 -1 1 0 0 0 38 1 1 2 1 79 1 0
413801 2.8500 1.5 2.9200 150.527435 2.480030 24.25 25.25 1 1 1 0 0 0 -1 1 0 0 0 87 1 2 20 1 79 1 -99
413802 2.7401 1.5 2.9390 150.328018 2.479881 25.14 25.25 1 1 1 0 1 0 -1 1 0 0 0 77 1 3 26 1 83 1 0
413803 9.9999 0.0 2.0157 150.057343 2.481061 23.99 25.25 1 1 0 0 0 0 -1 1 0 0 0 47 1 2 20 1 79 2 0
413806 2.0606 2.5 2.3052 150.505844 2.480411 24.24 25.25 1 1 1 1 0 0 -1 1 0 0 0 77 1 2 25 1 83 1 -99
413808 2.4149 1.1 1.4593 149.774902 2.481192 24.16 24.50 1 1 0 0 0 0 -1 1 0 0 0 38 1 4 2 2 79 3 -99
413811 2.1785 3.5 2.0780 149.820328 2.481255 23.50 25.25 1 1 1 0 1 0 -1 1 0 0 0 38 1 4 3 2 79 1 0
413818 2.3582 1.1 1.6422 149.908630 2.482496 23.59 24.50 1 1 1 0 0 0 -1 1 0 0 0 37 1 2 17 3 83 1 0
413819 2.7052 23.5 2.7420 150.451355 2.481158 24.78 25.25 1 1 1 0 1 0 -1 1 0 0 0 78 1 1 3 1 81 1 0
413824 2.1771 2.5 1.9980 150.412231 2.481508 24.81 25.25 1 1 0 0 1 0 -1 1 0 0 0 88 1 4 2 1 81 1 0
413829 2.4714 3.5 2.6610 150.358826 2.481686 24.49 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 2 24 2 83 1 0
413831 2.3064 1.1 1.6519 150.005371 2.481739 25.19 25.25 1 1 0 0 0 0 -1 1 0 0 0 37 1 2 19 1 83 1 0
413832 2.2070 4.5 1.9080 149.846695 2.482139 23.89 24.50 1 1 1 0 1 0 -1 1 0 0 0 48 1 4 1 1 83 1 -99
413834 2.1070 2.5 1.8880 150.338989 2.482003 24.59 25.25 1 1 1 0 1 0 -1 1 0 0 0 68 1 1 1 1 83 2 0
413835 9.9999 0.0 1.6521 150.333679 2.482255 24.96 25.25 1 1 1 1 0 0 -1 1 0 0 0 78 1 4 1 2 81 1 0
413838 2.4570 3.4 -9.9999 150.032974 2.482237 25.14 25.25 1 1 0 0 0 0 -1 1 0 0 0 48 1 1 1 2 83 -1 -99
413839 2.3400 1.1 1.5527 150.513626 2.482936 24.83 25.25 1 1 1 0 1 0 -1 1 0 0 0 77 1 2 22 1 83 1 0
413841 0.1326 9.5 0.1340 150.032990 2.482575 24.17 25.25 1 1 1 0 1 0 -1 1 0 0 0 58 1 4 2 1 81 1 0
413847 2.1630 2.5 2.0681 150.481186 2.482842 23.94 24.50 1 1 1 1 0 0 -1 1 0 0 0 78 1 1 1 2 81 1 0
413853 9.9999 0.0 -9.9999 149.864639 2.483999 24.86 25.25 1 1 0 0 0 0 -1 1 0 0 0 47 1 3 20 1 79 -1 -99
413855 1.3756 2.5 1.4450 150.432266 2.484267 24.16 24.50 1 1 1 0 0 0 -1 1 0 0 0 77 1 2 20 1 83 1 -99
413856 1.4717 2.5 1.4360 149.818420 2.483984 24.14 24.50 1 1 0 0 0 0 -1 1 0 0 0 37 1 3 21 2 83 1 0
413861 2.4317 3.5 2.4750 149.763214 2.484049 24.23 25.25 1 1 1 0 1 0 -1 1 0 0 0 37 1 3 20 2 83 1 0
413863 9.9999 0.0 -9.9999 150.103958 2.484174 24.11 24.50 2 1 0 0 0 0 -1 1 0 0 2 47 1 2 19 2 79 -1 -99
413865 1.5334 3.5 1.5780 149.947830 2.484792 23.07 24.50 1 1 1 1 0 0 -1 1 0 0 0 47 1 3 22 1 79 1 0
413866 1.3750 2.5 1.3620 150.611557 2.485065 24.31 24.50 1 1 0 0 0 0 -1 1 0 0 0 87 1 2 19 1 79 1 0
413869 0.0000 4.1 0.1822 150.465088 2.484859 22.70 25.25 1 1 0 0 1 0 -1 1 0 0 0 87 1 3 26 2 79 1 -99
413888 2.0581 4.5 2.2420 150.156342 2.485218 24.17 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 3 22 1 83 1 0
413891 2.2404 3.5 2.2680 150.197525 2.485376 24.45 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 3 23 2 83 1 0
413893 1.5257 3.1 2.6477 150.096939 2.485591 24.63 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 3 21 1 83 2 0
413894 1.5200 1.5 1.4910 149.905258 2.486384 23.77 24.50 1 1 1 1 0 0 -1 1 0 0 0 37 1 2 15 1 83 1 0
413895 9.9999 0.0 1.3960 150.364288 2.486634 24.42 24.50 1 1 1 0 0 0 -1 1 0 0 0 67 1 2 21 1 83 1 0
413896 1.8806 21.5 2.0508 150.266449 2.485859 24.70 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 22 2 83 1 -99
413899 2.0435 2.1 1.2879 150.322205 2.486189 24.24 24.50 1 1 0 0 0 0 -1 1 0 0 0 67 1 2 20 1 83 2 0
413902 1.4498 2.5 1.4740 149.968277 2.486040 24.20 24.50 1 1 0 1 0 0 -1 1 0 0 0 57 1 3 13 2 83 1 0
413906 2.5725 2.5 2.2460 150.037247 2.485939 25.22 25.25 1 1 1 0 1 0 -1 1 0 0 0 57 1 3 14 1 83 1 0
413909 9.9999 0.0 1.2900 150.266571 2.487286 23.64 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 22 1 83 1 -99
413910 3.0876 3.5 2.8492 150.265549 2.486344 24.96 25.25 1 1 0 0 0 0 -1 1 0 0 0 67 1 2 19 1 83 1 -99
413914 9.9999 0.0 2.0677 150.221771 2.486659 24.57 25.25 1 1 1 0 1 0 -1 1 0 0 0 77 1 3 21 2 83 1 0
413922 0.0737 1.1 1.8942 150.324036 2.488175 23.65 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 23 2 83 2 0
413927 9.9999 0.0 1.6239 150.514633 2.487737 25.12 25.25 1 1 1 0 0 0 -1 1 0 0 0 77 1 2 19 5 83 1 0
413931 1.3214 2.5 1.5024 149.904312 2.489545 22.81 24.50 1 1 1 0 0 0 -1 1 0 0 0 47 1 3 18 2 79 1 0
413941 1.6361 2.1 1.1855 150.181656 2.488995 23.03 24.50 2 1 1 0 0 0 -1 1 0 0 2 67 1 3 20 1 83 1 0
413950 2.3251 1.1 1.1904 150.413391 2.489884 24.18 24.50 2 1 1 0 0 0 -1 1 0 0 2 87 1 3 22 2 79 1 0
413951 2.0812 2.1 1.2770 150.368332 2.488870 23.84 24.50 1 1 1 1 0 0 -1 1 0 0 0 67 1 2 18 3 83 1 0
413960 0.7326 24.4 -9.9999 150.071899 2.500725 22.68 0.00 1 1 0 0 0 0 -1 0 0 0 0 47 1 2 11 2 79 -1 -99
413963 9.9999 0.0 2.0363 150.571625 2.489351 25.16 25.25 1 1 0 0 0 0 -1 1 0 0 0 87 1 2 15 1 79 1 0
413974 2.0691 1.5 2.1990 150.060196 2.489820 24.90 25.25 1 1 0 1 0 0 -1 1 0 0 0 47 1 2 16 1 79 1 0
413984 2.4912 2.5 2.5830 150.106140 2.490148 24.49 25.25 1 1 0 0 0 0 -1 1 0 0 0 47 1 2 17 1 79 1 0
413985 1.4546 3.5 1.4230 149.979721 2.490582 23.84 24.50 1 1 1 1 0 0 -1 1 0 0 0 37 1 2 14 4 83 1 0
413988 1.8258 2.5 1.8640 150.271713 2.490621 23.82 24.50 1 1 0 0 0 0 -1 1 0 0 0 67 1 2 16 1 83 3 -99
413989 9.9999 0.0 1.3578 150.518906 2.491342 24.00 24.50 1 1 1 0 0 0 -1 1 0 0 0 87 1 2 14 2 79 1 0
413994 1.3199 1.5 1.3440 149.907578 2.490880 24.35 24.50 1 1 1 1 0 0 -1 1 0 0 0 37 1 2 13 1 83 1 0
413999 1.8649 3.5 1.8210 149.969543 2.491455 23.78 25.25 1 1 0 1 0 0 -1 1 0 0 0 57 1 3 11 1 83 1 0
414002 2.5560 9.5 2.5650 150.322693 2.491099 24.41 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 2 17 1 83 1 0
414006 2.9966 21.1 1.4699 150.518967 2.492167 24.54 24.50 1 1 1 0 0 0 -1 0 0 0 0 87 1 2 14 1 79 2 0
414013 3.0819 3.5 3.1720 150.250931 2.491638 25.02 25.25 1 1 1 0 0 1 -1 1 0 0 0 57 1 2 15 2 83 1 -99
414017 1.6189 2.5 1.7850 149.726273 2.492207 23.88 24.50 1 1 0 0 0 0 -1 1 0 0 0 37 1 3 16 1 83 1 0
414018 3.0815 9.5 2.9500 150.204269 2.491863 25.17 25.25 1 1 1 0 0 1 -1 1 0 0 0 57 1 2 14 2 83 1 0
414019 2.4039 1.5 2.7140 150.315094 2.491728 24.45 25.25 1 1 1 0 1 0 -1 1 0 0 0 77 1 3 20 2 83 1 0
414021 2.4956 4.5 2.5510 149.820221 2.492288 24.55 25.25 1 1 0 0 0 0 -1 1 0 0 0 37 1 3 17 2 83 1 0
414034 9.9999 0.0 9.9900 150.051041 2.493836 24.47 25.25 2 1 1 1 0 0 -1 1 2 0 0 47 1 2 14 2 79 4 2
414044 2.4132 1.1 1.4204 150.425812 2.493853 24.38 24.50 1 1 1 0 0 0 -1 1 0 0 0 87 1 3 19 1 79 1 -99
414045 1.7960 3.5 1.9850 150.090012 2.493925 23.42 24.50 1 1 1 1 0 0 -1 1 0 0 0 47 1 2 15 1 79 1 0
414046 2.1786 1.1 1.3880 150.501266 2.493884 24.16 24.50 1 1 1 1 0 0 -1 1 0 0 0 77 1 2 16 1 83 1 -99
414048 2.0899 1.5 1.9180 149.810043 2.499899 23.29 25.25 1 1 1 0 1 0 -1 1 0 0 0 37 1 3 12 1 83 1 0
414050 3.3478 1.1 1.7470 150.367325 2.494024 25.00 25.25 1 1 1 1 0 0 -1 1 0 0 0 87 1 3 18 1 79 1 0
414051 1.9838 1.5 1.9180 150.323883 2.494226 23.73 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 2 14 1 83 1 0
414059 2.0769 3.5 2.0340 150.470871 2.494980 23.79 25.25 1 1 0 0 1 0 -1 1 0 0 0 87 1 3 20 1 79 1 0
414060 3.0205 4.5 3.0110 149.931488 2.494957 24.67 25.25 1 1 1 0 0 1 -1 1 0 0 0 47 1 3 16 1 79 1 0
414066 1.5903 3.5 1.4613 150.267563 2.495731 23.25 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 17 1 83 3 -99
414073 2.1078 2.5 2.1710 150.004440 2.496266 24.47 25.25 1 1 1 0 1 0 -1 1 0 0 0 37 1 2 11 2 83 1 0
414075 2.1980 2.5 2.3710 150.161301 2.495812 24.62 25.25 1 1 1 0 1 0 -1 1 0 0 0 57 1 2 12 2 83 1 0
414086 1.9240 1.5 1.9580 150.348541 2.496382 24.94 25.25 1 1 1 0 1 0 -1 1 0 0 0 77 1 3 18 1 83 2 0
414091 1.5215 1.5 1.4536 149.832535 2.496855 24.35 24.50 1 1 0 0 0 0 -1 1 0 0 0 37 1 3 15 1 83 1 0
414095 2.0965 2.5 1.8220 149.934006 2.496748 24.68 25.25 1 1 1 0 1 0 -1 1 0 0 0 37 1 2 10 1 83 1 0
414103 2.3182 1.5 1.9917 150.115341 2.497114 24.73 25.25 1 1 1 1 0 0 -1 1 0 0 0 47 1 2 13 1 79 1 0
414107 2.1754 2.1 1.3459 150.403656 2.497711 24.11 24.50 1 1 1 0 1 0 -1 1 0 0 0 87 1 3 16 1 79 1 0
414126 2.1942 3.5 2.0050 150.319778 2.498342 24.25 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 2 12 2 83 1 0
414127 2.0713 3.5 2.1560 149.854752 2.498223 24.18 25.25 1 1 0 0 1 0 -1 1 0 0 0 47 1 3 11 1 79 1 0
414130 2.3203 2.5 2.3230 150.049881 2.498599 24.90 25.25 1 1 1 0 1 0 -1 1 0 0 0 57 1 3 10 1 83 1 0
414132 9.9999 0.0 1.6323 150.221176 2.498641 25.06 25.25 1 1 0 0 0 1 -1 1 0 0 0 57 1 2 11 1 83 1 0
414133 1.7851 1.5 1.8175 150.257874 2.498708 24.08 24.50 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 15 2 83 1 -99
414135 1.8566 4.5 1.8720 149.990662 2.499084 23.32 24.50 1 1 1 0 1 0 -1 1 0 0 0 57 1 3 9 3 83 1 0
414137 9.9999 0.0 -9.9999 150.279846 2.499430 23.40 25.25 1 1 0 0 0 0 -1 1 0 0 0 67 1 2 11 1 83 -1 -99
414138 2.2269 1.1 1.7017 150.356415 2.498599 24.70 25.25 1 1 1 0 1 0 -1 1 0 0 0 87 1 3 15 1 79 1 0
414139 2.9592 1.5 3.1580 149.951324 2.498937 25.11 25.25 1 1 0 0 0 1 -1 1 0 0 0 47 1 3 13 1 79 1 0
414140 1.5355 1.5 1.3810 150.438919 2.499024 24.48 24.50 1 1 1 0 0 0 -1 1 0 0 0 77 1 2 13 1 83 1 0
414141 1.1080 14.4 1.0260 150.572601 2.499929 20.85 24.50 1 1 0 0 0 0 -1 1 0 0 0 87 1 2 10 1 79 4 2
414148 2.4921 1.5 2.2556 149.973984 2.499465 24.52 25.25 1 1 0 0 1 0 -1 1 0 0 0 37 1 2 9 2 83 1 0
414154 1.6519 2.5 1.4620 149.751770 2.499732 23.87 24.50 1 1 1 1 0 0 -1 1 0 0 0 37 1 3 11 2 83 1 0
414155 9.9999 0.0 1.9384 150.280151 2.501106 23.66 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 13 1 83 3 -99
414157 2.7142 3.5 2.5240 149.926254 2.500157 24.21 25.25 1 1 0 0 1 0 -1 1 0 0 0 37 1 2 8 2 83 1 0
414165 1.6458 21.5 1.4300 149.926178 2.500879 23.21 24.50 1 1 1 1 0 0 -1 1 0 0 0 37 1 2 8 1 83 1 0
414171 9.9999 0.0 1.6054 150.010956 2.501051 24.33 24.50 1 1 1 1 0 0 -1 1 0 0 0 47 1 2 10 1 79 1 0
414175 0.7303 3.5 0.7340 150.072006 2.502204 23.78 24.50 1 1 1 0 0 0 -1 1 0 0 0 47 1 2 11 1 79 1 0
414181 1.9083 1.1 2.2338 150.254517 2.501402 24.45 24.50 1 1 0 0 0 0 -1 1 0 0 0 57 1 2 9 1 83 1 -99
414185 1.3966 2.5 1.3870 150.313416 2.502751 23.67 24.50 1 1 1 1 0 0 -1 1 0 0 0 67 1 2 9 1 83 1 -99
414191 1.0455 1.1 1.3896 150.376221 2.502784 24.24 24.50 1 1 0 1 0 0 -1 1 0 0 0 87 1 3 13 2 79 1 -99
414198 9.9999 0.0 1.3406 150.224564 2.503576 24.32 24.50 1 1 1 0 0 0 -1 1 0 0 0 77 1 3 12 1 83 1 -99
414200 1.6104 1.5 1.4410 150.521469 2.503175 24.12 24.50 1 1 1 0 0 0 -1 1 0 0 0 87 1 2 6 1 79 1 -99
414205 2.0850 1.5 1.8170 149.953140 2.503159 24.44 24.50 1 1 1 1 0 0 -1 1 0 0 0 47 1 3 10 1 79 1 0
414209 2.5389 2.5 2.6650 150.098770 2.503575 25.17 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 3 11 1 83 1 0
414211 2.4769 4.5 2.4530 150.008453 2.503594 24.28 25.25 1 1 1 0 1 0 -1 1 0 0 0 57 1 3 7 1 83 1 0
414225 2.4261 1.1 1.8374 150.573532 2.504429 23.84 25.25 1 1 0 0 1 0 -1 1 0 0 0 87 1 2 7 1 79 1 0
414232 1.4124 3.5 1.3290 150.090546 2.506087 24.31 24.50 1 1 1 0 0 0 -1 1 0 0 0 47 1 2 8 1 79 1 0
414233 2.1688 1.1 1.6922 149.803986 2.504948 24.47 24.50 1 1 1 0 1 0 -1 1 0 0 0 37 1 3 10 1 83 1 0
414234 1.7177 1.5 1.6327 150.225113 2.504859 24.70 25.25 1 1 1 1 0 0 -1 1 0 0 0 57 1 2 7 1 83 1 -99
414237 2.3792 1.5 2.4900 149.746719 2.505259 24.83 25.25 1 1 0 0 1 0 -1 1 0 0 0 37 1 3 9 1 83 1 0
414239 0.2903 4.1 1.9634 150.032623 2.505848 24.25 25.25 1 1 0 0 0 0 -1 1 0 0 0 47 1 2 7 2 79 2 0
414241 1.8095 4.5 1.5630 150.381409 2.506053 24.86 25.25 2 1 1 0 1 0 -1 1 2 0 0 87 1 3 10 2 79 4 2
414248 9.9999 0.0 1.3379 150.483871 2.506434 24.28 24.50 1 1 1 0 0 0 -1 1 0 0 0 77 1 2 9 1 83 1 0
414250 1.9771 1.5 2.0000 150.169342 2.506047 24.01 25.25 1 1 1 0 1 0 -1 1 0 0 0 57 1 2 6 1 83 1 0
414252 0.2108 3.4 -9.9999 150.400970 2.506744 24.20 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 2 8 1 83 -1 -99
414259 2.7401 3.5 2.8860 150.337601 2.506507 24.75 25.25 1 1 0 0 1 0 -1 1 0 0 0 67 1 2 7 2 83 1 0
414262 9.9999 0.0 1.6229 149.843369 2.506893 24.70 25.25 1 1 1 0 1 0 -1 1 0 0 0 47 1 3 5 1 79 1 0
414263 1.7260 2.5 1.7410 150.221344 2.507614 23.83 24.50 1 1 1 0 1 0 -1 1 0 0 0 77 1 3 9 1 83 1 0
414265 0.8200 1.1 1.4903 150.466873 2.507275 24.02 25.25 1 1 0 1 0 0 -1 1 0 0 0 87 1 3 12 1 79 1 -99
414266 2.5905 1.5 2.6730 150.307495 2.507064 24.96 25.25 1 1 0 0 1 0 -1 1 0 0 0 77 1 3 10 1 83 1 0
414268 2.1138 1.1 1.4361 149.984680 2.508113 24.36 24.50 1 1 1 0 0 0 -1 1 0 0 0 37 1 2 5 1 83 1 0
414289 3.3544 4.5 3.3820 150.228439 2.508829 23.89 25.25 1 1 1 0 0 1 -1 1 0 0 0 57 1 2 5 1 83 1 0
414293 2.1399 1.5 2.1260 150.482452 2.508765 24.16 25.25 1 1 0 0 1 0 -1 1 0 0 0 77 1 2 7 1 83 1 0
414296 2.5980 2.5 2.6510 149.908112 2.508609 25.01 25.25 1 1 1 0 1 0 -1 1 0 0 0 37 1 2 4 3 83 1 0
414302 2.1928 1.1 3.1039 150.423080 2.509104 25.08 25.25 1 1 0 0 1 0 -1 1 0 0 0 77 1 2 6 1 83 2 0
414308 2.5280 1.1 1.0965 150.076950 2.510622 24.34 24.50 1 1 1 0 0 0 -1 1 0 0 0 57 1 3 6 3 83 1 0
414312 2.0697 1.1 1.1473 150.346283 2.510784 24.37 24.50 1 1 1 0 0 0 -1 1 0 0 0 77 1 3 8 1 83 1 0
414316 1.9737 22.5 1.8540 150.076965 2.511048 23.18 25.25 1 1 1 0 1 0 -1 1 0 0 0 57 1 3 6 2 83 1 0
414325 9.9999 0.0 2.5624 150.236740 2.510825 25.17 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 6 2 83 2 0
414326 2.3000 1.1 1.4911 150.297775 2.511113 24.37 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 2 3 1 83 1 -99
414333 1.3773 2.5 1.3940 149.980103 2.512054 23.14 24.50 1 1 1 0 0 0 -1 1 0 0 0 37 1 2 3 2 83 1 0
414335 2.2713 4.5 2.3360 149.725296 2.511631 24.29 25.25 1 1 1 0 1 0 -1 1 0 0 0 37 1 3 6 2 83 1 0
414340 2.4748 1.5 2.3000 150.037003 2.512247 24.28 25.25 2 1 1 0 1 0 -1 1 0 0 2 57 1 3 5 3 83 1 0
414344 9.9999 0.0 2.2544 150.426880 2.512757 24.77 25.25 1 1 1 1 0 0 -1 1 0 0 0 77 1 2 4 1 83 2 0
414345 9.9999 0.0 2.0206 150.523895 2.512182 25.23 25.25 1 1 1 0 1 0 -1 1 0 0 0 87 1 2 3 1 79 1 0
414346 2.0211 2.5 1.7270 150.204849 2.512325 23.67 25.25 1 1 0 0 1 0 -1 1 0 0 0 67 1 3 7 2 83 1 0
414348 9.9999 0.0 1.4614 150.563843 2.513016 23.64 24.50 1 1 0 0 0 0 -1 1 0 0 0 87 1 2 4 1 79 2 0
414349 9.9999 20.0 1.3131 150.023224 2.512510 24.34 24.50 1 1 0 1 0 0 -1 1 0 0 0 47 1 2 4 2 79 1 0
414352 2.2961 1.1 1.3144 150.023117 2.512957 24.37 24.50 1 1 1 1 0 0 -1 1 0 0 0 47 1 2 4 1 79 1 0
414356 9.9999 0.0 1.4389 150.085205 2.513149 23.98 24.50 1 1 1 1 0 0 -1 1 0 0 0 47 1 2 5 1 79 1 0
414359 2.4334 1.5 2.6907 150.223297 2.513055 24.96 25.25 1 1 0 0 0 0 -1 1 0 0 0 57 1 2 3 1 83 1 0
414364 3.0682 2.5 2.9717 150.239548 2.513663 24.83 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 5 1 83 1 0
414375 2.7019 1.5 2.8843 150.354324 2.514696 25.06 25.25 1 1 0 0 0 0 -1 1 0 0 0 87 1 3 5 1 79 1 0
414389 0.8130 1.1 1.9865 150.359695 2.517897 24.01 25.25 1 1 1 1 0 0 -1 1 0 0 0 87 1 3 3 1 79 1 0
414392 1.7997 3.5 1.9490 150.246384 2.516347 23.61 25.25 1 1 1 1 0 0 -1 1 0 0 0 57 1 2 2 1 83 1 -99
414393 2.1196 2.5 2.2930 150.562210 2.516038 24.98 25.25 1 1 1 0 1 0 -1 1 0 0 0 87 1 2 1 2 79 1 0
414399 1.1809 1.1 2.2905 149.949417 2.519353 24.51 25.25 2 1 0 0 0 0 -1 1 0 0 2 47 1 3 4 2 79 2 0
414404 2.2846 3.5 2.2320 150.164185 2.516386 24.18 25.25 1 1 1 0 1 0 -1 1 0 0 0 67 1 3 5 1 83 1 0
414405 2.4233 1.5 2.3139 150.605530 2.516336 24.56 25.25 1 1 0 0 0 0 -1 1 0 0 0 87 1 2 2 1 79 1 -99
414407 0.6086 3.5 0.5086 150.267273 2.516911 22.98 24.50 1 1 0 0 0 0 -1 1 0 0 0 67 1 2 1 1 83 3 -99
414408 1.1850 21.5 1.1890 149.929520 2.516748 23.88 24.50 1 1 1 1 0 0 -1 1 0 0 0 37 1 2 1 3 83 1 0
414412 2.1915 14.4 -9.9999 150.405807 2.517631 24.91 25.25 1 1 0 0 0 0 -1 1 0 0 0 77 1 2 1 2 83 -1 -99
414414 2.1822 1.5 2.1500 150.124985 2.517676 24.09 25.25 1 1 1 0 1 0 -1 1 0 0 0 48 1 2 54 1 83 1 0
414415 9.9990 20.0 1.5610 150.444992 2.518227 25.15 25.25 1 1 1 0 0 0 -1 1 0 1 0 87 1 3 4 4 79 1 0
414428 1.4000 2.5 1.3450 149.791748 2.518153 23.92 24.50 2 1 1 1 0 0 -1 1 0 0 2 37 1 3 3 2 83 1 0
414429 9.9999 0.0 1.6429 149.948059 2.518589 23.18 25.25 2 1 0 0 0 0 -1 1 0 0 2 38 1 2 54 1 79 3 -99
414437 9.9999 0.0 1.3815 150.562164 2.519276 24.27 24.50 1 1 1 0 0 0 -1 1 0 0 0 88 1 2 57 1 81 1 0
414438 1.1745 2.5 1.1900 149.889481 2.519161 24.16 24.50 1 1 1 0 0 0 -1 1 0 0 0 47 1 3 3 3 79 2 0
414443 1.5606 1.5 1.4790 150.283798 2.519147 24.09 24.50 1 1 0 1 0 0 -1 1 0 0 0 78 1 3 53 1 81 1 -99
414445 2.3200 2.1 1.5400 150.037308 2.518980 24.12 24.50 1 1 1 1 0 0 -1 1 0 0 0 48 1 2 52 1 83 1 0
414449 1.4134 2.5 1.6430 149.833542 2.519516 23.76 25.25 1 1 0 1 0 0 -1 1 0 0 0 37 1 3 4 1 83 1 0
414450 9.9999 0.0 1.5051 150.484619 2.520195 24.84 25.25 2 1 1 1 0 0 -1 1 0 1 2 78 1 2 62 1 81 1 0
414451 1.8724 1.4 -9.9999 150.345535 2.520037 22.69 25.25 1 1 0 0 0 0 -1 1 0 0 0 68 1 2 52 1 83 -1 -99
414456 9.9999 20.0 2.0808 149.817902 2.519841 25.00 25.25 1 1 0 0 1 0 -1 1 0 0 0 38 1 3 60 2 79 1 0
414459 9.9999 0.0 2.1588 149.817749 2.520677 24.00 25.25 1 1 1 0 1 0 -1 1 0 0 0 38 1 3 60 1 79 1 0
414465 2.2034 1.1 1.2782 150.049026 2.522189 23.80 24.50 1 1 1 0 0 0 -1 1 0 0 0 58 1 3 56 1 81 1 0
414466 1.9906 1.5 2.0570 149.844345 2.520401 25.25 25.25 1 1 1 0 1 0 -1 1 0 0 0 48 1 3 53 1 83 1 0
414472 2.8875 1.1 1.9474 150.038391 2.520739 25.23 25.25 1 1 1 0 1 0 -1 1 0 0 0 57 1 3 2 1 83 1 0
414474 1.3421 2.5 1.1960 150.267929 2.521287 23.85 24.50 1 1 0 0 0 0 -1 1 0 0 0 77 1 3 2 1 83 3 -99
414481 9.9999 0.0 1.7537 149.766602 2.520931 24.18 25.25 1 1 1 1 0 0 -1 1 0 0 0 38 1 3 59 3 79 1 0
414482 3.0098 1.5 3.0880 150.400543 2.520953 24.89 25.25 1 1 1 0 0 0 -1 1 0 0 0 88 1 3 66 1 81 1 0
